year,round,position,driver_id,points
2022,18,6,lewis_hamilton,180
2022,18,7,lando_norris,101
2022,18,8,esteban_ocon,78
2022,18,9,fernando_alonso,65
2022,18,10,valtteri_bottas,46
2022,18,11,sebastian_vettel,32
2022,18,12,daniel_ricciardo,29
2022,18,13,pierre_gasly,23
2022,18,14,kevin_magnussen,22
2022,18,15,lance_stroll,13
2022,18,16,mick_schumacher,12
2022,18,17,yuki_tsunoda,11
2022,18,18,zhou_guanyu,6
2022,18,19,alexander_albon,4
2022,18,20,nicholas_latifi,2
2022,18,21,nyck_de_vries,2
2022,18,22,nico_hulkenberg,0
2022,19,1,max_verstappen,391
2022,19,2,charles_leclerc,267
2022,19,3,sergio_perez,265
2022,19,4,george_russell,218
2022,19,5,carlos_sainz,202
2022,19,6,lewis_hamilton,198
2022,19,7,lando_norris,109
2022,19,8,esteban_ocon,79
2022,19,9,fernando_alonso,65
2022,19,10,valtteri_bottas,46
2022,19,11,sebastian_vettel,38
2022,19,12,daniel_ricciardo,29
2022,19,13,kevin_magnussen,26
2022,19,14,pierre_gasly,23
2022,19,15,lance_stroll,13
2022,19,16,yuki_tsunoda,13
2022,19,17,mick_schumacher,12
2022,19,18,zhou_guanyu,6
2022,19,19,alexander_albon,4
2022,19,20,nicholas_latifi,2
2022,19,21,nyck_de_vries,2
2022,19,22,nico_hulkenberg,0
2022,20,1,max_verstappen,416
2022,20,2,sergio_perez,280
2022,20,3,charles_leclerc,275
2022,20,4,george_russell,231
2022,20,5,lewis_hamilton,216
2022,20,6,carlos_sainz,212
2022,20,7,lando_norris,111
2022,20,8,esteban_ocon,82
2022,20,9,fernando_alonso,71
2022,20,10,valtteri_bottas,47
2022,20,11,sebastian_vettel,36
2022,20,12,daniel_ricciardo,35
2022,20,13,kevin_magnussen,24
2022,20,14,pierre_gasly,23
2022,20,15,lance_stroll,13
2022,20,16,mick_schumacher,12
2022,20,17,yuki_tsunoda,12
2022,20,18,zhou_guanyu,6
2022,20,19,alexander_albon,4
2022,20,20,nicholas_latifi,2
2022,20,21,nyck_de_vries,2
2022,20,22,nico_hulkenberg,0
2022,21,1,max_verstappen,429
2022,21,2,charles_leclerc,290
2022,21,3,sergio_perez,290
2022,21,4,george_russell,265
2022,21,5,lewis_hamilton,240
2022,21,6,carlos_sainz,234
2022,21,7,lando_norris,113
2022,21,8,esteban_ocon,86
2022,21,9,fernando_alonso,81
2022,21,10,valtteri_bottas,49
2022,21,11,sebastian_vettel,36
2022,21,12,daniel_ricciardo,35
2022,21,13,kevin_magnussen,25
2022,21,14,pierre_gasly,23
2022,21,15,lance_stroll,14
2022,21,16,mick_schumacher,12
2022,21,17,yuki_tsunoda,12
2022,21,18,zhou_guanyu,6
2022,21,19,alexander_albon,4
2022,21,20,nicholas_latifi,2
2022,21,21,nyck_de_vries,2
2022,21,22,nico_hulkenberg,0
2022,22,1,max_verstappen,454
2022,22,2,charles_leclerc,308
2022,22,3,sergio_perez,305
2022,22,4,george_russell,275
2022,22,5,carlos_sainz,246
2022,22,6,lewis_hamilton,240
2022,22,7,lando_norris,122
2022,22,8,esteban_ocon,92
2022,22,9,fernando_alonso,81
2022,22,10,valtteri_bottas,49
2022,22,11,daniel_ricciardo,37
2022,22,12,sebastian_vettel,37
2022,22,13,kevin_magnussen,25
2022,22,14,pierre_gasly,23
2022,22,15,lance_stroll,18
2022,22,16,mick_schumacher,12
2022,22,17,yuki_tsunoda,12
2022,22,18,zhou_guanyu,6
2022,22,19,alexander_albon,4
2022,22,20,nicholas_latifi,2
2022,22,21,nyck_de_vries,2
2022,22,22,nico_hulkenberg,0
2023,1,1,max_verstappen,25
2023,1,2,sergio_perez,18
2023,1,3,fernando_alonso,15
2023,1,4,carlos_sainz,12
2023,1,5,lewis_hamilton,10
2023,1,6,lance_stroll,8
2023,1,7,george_russell,6
2023,1,8,valtteri_bottas,4
2023,1,9,pierre_gasly,2
2023,1,10,alexander_albon,1
2023,1,11,yuki_tsunoda,0
2023,1,12,logan_sargeant,0
2023,1,13,kevin_magnussen,0
2023,1,14,nyck_de_vries,0
2023,1,15,nico_hulkenberg,0
2023,1,16,zhou_guanyu,0
2023,1,17,lando_norris,0
2023,2,1,max_verstappen,44
2023,2,2,sergio_perez,43
2023,2,3,fernando_alonso,30
2023,2,4,carlos_sainz,20
2023,2,5,lewis_hamilton,20
2023,2,6,george_russell,18
2023,2,7,lance_stroll,8
2023,2,8,charles_leclerc,6
2023,2,9,valtteri_bottas,4
2023,2,10,esteban_ocon,4
2023,2,11,pierre_gasly,4
2023,2,12,kevin_magnussen,1
2023,2,13,alexander_albon,1
2023,2,14,yuki_tsunoda,0
2023,2,15,nico_hulkenberg,0
2023,2,16,logan_sargeant,0
2023,2,17,zhou_guanyu,0
2023,2,18,nyck_de_vries,0
2023,2,19,oscar_piastri,0
2023,2,20,lando_norris,0
2023,3,1,max_verstappen,69
2023,3,2,sergio_perez,54
2023,3,3,fernando_alonso,45
2023,3,4,lewis_hamilton,38
2023,3,5,carlos_sainz,20
2023,3,6,lance_stroll,20
2023,3,7,george_russell,18
2023,3,8,lando_norris,8
2023,3,9,nico_hulkenberg,6
2023,3,10,charles_leclerc,6
2023,3,11,valtteri_bottas,4
2023,3,12,esteban_ocon,4
2023,3,13,oscar_piastri,4
2023,3,14,pierre_gasly,4
2023,3,15,zhou_guanyu,2
2023,3,16,yuki_tsunoda,1
2023,3,17,kevin_magnussen,1
2023,3,18,alexander_albon,1
2023,3,19,logan_sargeant,0
2023,3,20,nyck_de_vries,0
2023,4,1,max_verstappen,93
2023,4,2,sergio_perez,87
2023,4,3,fernando_alonso,60
2023,4,4,lewis_hamilton,48
2023,4,5,carlos_sainz,34
2023,4,6,charles_leclerc,28
2023,4,7,george_russell,28
2023,4,8,lance_stroll,27
2023,4,9,lando_norris,10
2023,4,10,nico_hulkenberg,6
2023,4,11,oscar_piastri,4
2023,4,12,valtteri_bottas,4
2023,4,13,esteban_ocon,4
2023,4,14,pierre_gasly,4
2023,4,15,zhou_guanyu,2
2023,4,16,yuki_tsunoda,2
2023,4,17,alexander_albon,1
2023,4,18,kevin_magnussen,1
2023,4,19,logan_sargeant,0
2023,4,20,nyck_de_vries,0
